567	0.014	7.5	2
682	0.004	15	2
412	0.72	20	2
189	0.72	20	1
146	0.72	20	1
998	140	30	22
1653	0.014	7.5	1
1498	0.72	20	2
1252	140	30	20
714	0.004	15	4
250	0.72	20	1
1135	140	30	22
369	0.72	20	1
431	0.72	20	1
200	0.72	20	1
344	0.72	20	1
1443	140	30	4
896	140	30	20
413	0.72	20	2
986	0.004	15	6
730	0.004	15	4
563	0.014	7.5	2
453	0.72	20	1
721	0.004	15	4
662	0.014	7.5	2
639	0.014	7.5	2
204	0.72	20	1
956	0.004	15	3
1043	140	30	24
1162	140	30	20
227	0.72	20	1
530	0.72	20	2
645	0.037	40	1
848	140	30	20
203	0.72	20	1
1042	140	30	24
134	0.72	20	1
617	0.014	7.5	3
584	0.014	7.5	2
888	140	30	20
821	0.004	15	4
343	0.72	20	2
180	0.72	20	1
1541	0.014	7.5	2
125	0.72	20	1
1353	64	30	20
365	0.72	20	1
1240	140	30	20
833	140	30	13
1599	0.037	7.5	1
419	0.72	20	1
1508	0.72	20	2
1094	64	30	17
1631	0.025	40	1
330	0.72	20	2
21	0.72	20	1
1663	0.014	7.5	1
915	140	30	20
590	0.014	7.5	2
612	0.72	20	2
1213	140	30	20
149	0.72	20	1
850	0.004	15	4
249	0.72	20	2
602	0.72	20	2
359	0.72	20	1
160	0.72	20	1
231	0.72	20	1
493	0.72	20	1
1658	0.72	20	1
1380	140	30	12
1374	140	30	12
504	0.72	20	1
571	0.014	7.5	2
366	0.72	20	1
1483	0.025	40	2
135	0.72	20	1
1486	0.014	7.5	2
692	0.037	7.5	2
1346	64	30	20
1419	0.004	15	5
1093	64	30	17
522	0.72	20	2
719	0.004	15	4
372	0.72	20	1
1309	140	30	20
9	0.014	7.5	1
1205	140	30	20
1357	64	30	20
1298	140	30	20
1655	0.025	40	1
1194	140	30	20
1433	0.004	15	4
1065	140	30	24
1167	140	30	20
205	0.72	20	2
1248	140	30	20
430	0.72	20	2
1442	140	30	4
347	0.72	20	2
229	0.72	20	2
1496	0.037	40	2
444	0.72	20	1
518	0.014	7.5	1
24	0.72	20	1
1542	0.004	15	2
1228	140	30	20
1591	0.72	20	1
1393	140	30	11
1092	64	30	17
886	140	30	20
978	140	30	21
535	0.014	7.5	1
1566	0.72	20	1
847	0.004	15	4
786	0.004	15	5
1141	140	30	21
962	0.004	15	6
780	0.004	15	4
717	0.004	15	4
418	0.72	20	1
265	0.72	20	1
533	0.014	7.5	1
860	0.004	15	3
341	0.72	20	2
614	0.037	7.5	2
1245	140	30	20
172	0.72	20	1
348	0.72	20	1
741	0.004	15	4
48	0.72	20	1
10	0.014	7.5	1
104	0.72	20	1
244	0.72	20	1
870	0.004	15	4
192	0.72	20	1
276	0.72	20	1
1370	64	30	17
729	0.004	15	4
1547	0.72	20	2
1487	0.72	20	2
1063	140	30	24
167	0.72	20	1
1344	140	30	20
1379	140	30	12
568	0.014	7.5	2
748	0.004	15	5
1516	0.025	40	2
1157	140	30	21
1434	0.004	15	4
1579	0.025	40	1
315	0.72	20	1
1075	140	30	24
1544	0.025	40	2
960	140	30	21
1071	140	30	24
498	0.72	20	2
462	0.72	20	1
1468	0.72	20	3
457	0.72	20	1
83	0.72	20	1
114	0.72	20	1
1421	0.004	15	5
1609	0.72	20	1
668	140	30	4
124	0.72	20	2
1412	0.72	20	7
1474	0.014	7.5	3
375	0.72	20	1
940	0.004	15	5
380	0.72	20	2
1519	0.72	20	2
1119	64	30	21
742	0.004	15	4
959	140	30	21
1565	0.025	40	1
123	0.72	20	1
1509	0.037	40	2
1423	0.72	20	5
1184	64	30	20
689	0.004	15	2
1358	64	30	20
1594	0.72	20	1
803	0.004	15	6
1164	140	30	20
80	0.72	20	1
887	140	30	20
410	0.72	20	2
718	0.004	15	4
1174	140	30	20
581	0.014	7.5	2
658	0.014	7.5	2
1098	64	30	20
696	0.004	15	2
91	0.72	20	1
1568	0.037	40	1
632	0.014	7.5	2
1258	140	30	20
570	0.72	20	1
1202	140	30	20
556	0.014	7.5	2
93	0.72	20	1
75	0.72	20	2
1260	140	30	20
1648	0.025	40	1
228	0.72	20	1
426	0.72	20	2
1634	0.025	40	1
1409	0.72	20	7
578	0.014	7.5	2
1076	140	30	24
306	0.72	20	1
620	0.037	7.5	1
399	0.72	20	1
611	0.014	7.5	2
32	0.72	20	1
108	0.72	20	1
1642	0.72	20	1
607	0.014	7.5	3
495	0.72	20	1
868	0.004	15	4
1603	0.72	20	1
597	0.014	7.5	2
1046	0.004	15	4
235	0.72	20	1
659	0.014	7.5	2
991	0.004	15	4
1643	0.025	40	1
451	0.72	20	1
1251	140	30	20
541	0.014	7.5	2
129	0.72	20	1
749	0.004	15	3
198	0.72	20	2
404	0.72	20	1
281	0.72	20	2
772	0.004	15	4
706	0.004	15	5
700	140	30	9
1055	140	30	24
1584	0.72	20	1
195	0.72	20	1
1458	0.037	40	3
1242	140	30	20
1529	0.72	20	2
1161	140	30	20
768	0.004	15	4
635	0.014	7.5	2
260	0.72	20	1
754	0.004	15	4
827	0.004	15	4
1430	0.004	15	4
529	0.72	20	2
869	0.004	15	4
1482	0.025	40	2
1644	0.025	40	1
795	0.004	15	5
388	0.72	20	1
1306	140	30	20
855	0.004	15	3
335	0.72	20	1
840	0.004	15	6
736	0.004	15	4
454	0.72	20	1
248	0.72	20	1
739	0.004	15	4
1293	140	30	20
732	0.004	15	4
1249	140	30	20
1561	0.014	7.5	2
1111	64	30	20
320	0.72	20	1
651	0.037	7.5	1
67	0.72	20	1
1413	0.72	20	6
1640	0.72	20	1
684	0.004	15	2
1176	140	30	20
672	0.037	40	2
1513	0.72	20	2
1307	140	30	20
1552	0.72	20	2
494	0.72	20	1
1389	140	30	11
1243	140	30	20
155	0.72	20	1
1000	140	30	22
1652	0.025	40	1
553	0.037	7.5	1
492	0.72	20	1
173	0.72	20	1
832	0.004	15	5
51	0.72	20	2
1343	140	30	20
928	140	30	20
1633	0.72	20	1
1438	140	30	4
1114	64	30	20
1406	0.72	20	8
1012	140	30	23
1310	140	30	20
332	0.72	20	2
1593	0.72	20	1
1488	0.72	20	2
1037	140	30	24
13	0.72	20	1
1427	0.004	15	4
489	0.72	20	1
144	0.72	20	1
690	0.004	15	2
471	0.72	20	1
537	0.014	7.5	1
1122	64	30	24
968	140	30	21
902	140	30	20
367	0.72	20	1
505	0.72	20	1
636	0.014	7.5	2
702	140	30	9
791	0.004	15	5
59	0.72	20	1
520	0.72	20	2
1371	64	30	17
294	0.72	20	1
61	0.72	20	1
1476	0.72	20	3
170	0.72	20	1
361	0.72	20	1
1613	0.72	20	1
405	0.72	20	1
1056	140	30	24
1524	0.025	40	2
838	0.004	15	6
889	140	30	20
22	0.72	20	1
142	0.72	20	2
364	0.72	20	1
626	0.72	20	1
1460	0.72	20	3
1630	0.037	40	1
1024	140	30	23
325	0.72	20	1
459	0.72	20	1
576	0.014	7.5	2
1455	0.037	40	3
1392	140	30	11
627	0.014	7.5	2
452	0.72	20	1
437	0.72	20	2
867	0.004	15	4
644	0.014	7.5	2
1546	0.72	20	2
1	0.014	7.5	1
1597	0.72	20	1
502	0.72	20	1
603	0.014	7.5	2
975	140	30	21
1590	0.72	20	1
41	0.014	7.5	1
269	0.72	20	1
539	0.014	7.5	2
1394	140	30	11
1440	140	30	4
854	140	30	19
1108	64	30	20
671	0.014	7.5	2
19	0.72	20	1
842	0.004	15	6
397	0.72	20	1
270	0.72	20	1
1385	140	30	11
16	0.014	7.5	1
587	0.014	7.5	3
1189	64	30	20
438	0.72	20	1
467	0.72	20	1
1382	140	30	12
1448	0.004	15	4
1185	64	30	20
781	0.004	15	4
37	0.72	20	1
1416	0.004	15	5
158	0.72	20	1
767	0.004	15	6
818	0.004	15	4
1206	140	30	20
1154	140	30	21
724	0.004	15	4
190	0.72	20	2
1133	140	30	22
800	0.004	15	4
1138	140	30	21
319	0.72	20	2
583	0.014	7.5	2
97	0.72	20	1
866	140	30	20
1439	140	30	4
1017	0.004	15	4
1608	0.72	20	1
1327	140	30	20
580	0.014	7.5	2
252	0.72	20	2
150	0.72	20	1
1408	0.72	20	8
1289	140	30	20
1256	140	30	20
1365	64	30	17
1013	140	30	23
967	140	30	21
1572	0.72	20	1
305	0.72	20	2
785	0.004	15	5
907	140	30	20
1036	140	30	24
322	0.72	20	1
1101	64	30	20
1302	140	30	20
211	0.72	20	1
865	140	30	20
1403	140	30	9
1028	140	30	24
1006	140	30	22
1445	140	30	4
526	0.72	20	2
46	0.72	20	2
1535	0.72	20	2
382	0.72	20	1
478	0.72	20	1
1301	140	30	20
1052	140	30	24
760	140	30	11
185	0.72	20	2
900	140	30	20
1610	0.72	20	1
1467	0.72	20	3
220	0.72	20	2
429	0.72	20	2
1244	140	30	20
473	0.72	20	1
136	0.72	20	1
243	0.72	20	2
737	0.004	15	3
1275	140	30	20
1132	140	30	22
528	0.72	20	2
1198	140	30	20
712	0.004	15	5
751	0.004	15	6
277	0.72	20	2
390	0.72	20	1
996	140	30	22
212	0.72	20	1
1304	140	30	20
1152	140	30	21
794	0.004	15	5
350	0.72	20	1
52	0.72	20	1
1381	140	30	12
1079	140	30	24
1117	64	30	20
965	140	30	21
296	0.72	20	2
1312	140	30	20
1283	140	30	20
264	0.72	20	1
258	0.72	20	1
932	140	30	20
1008	0.004	15	5
792	0.004	15	5
699	140	30	9
924	140	30	20
414	0.72	20	2
112	0.72	20	1
1291	140	30	20
1387	140	30	11
828	140	30	13
681	0.004	15	2
1250	140	30	20
1316	140	30	20
254	0.72	20	1
257	0.72	20	2
371	0.72	20	2
793	0.004	15	5
744	0.004	15	4
1035	140	30	24
1514	0.037	40	2
1384	140	30	11
1426	0.72	20	4
47	0.72	20	1
716	0.004	15	4
179	0.72	20	1
874	0.004	15	4
1563	0.025	40	2
1314	140	30	20
69	0.72	20	1
1214	140	30	20
206	0.72	20	2
1595	0.014	7.5	1
267	0.72	20	1
23	0.72	20	1
911	140	30	20
733	0.004	15	4
1308	140	30	20
448	0.72	20	2
1129	140	30	23
923	140	30	20
1074	140	30	24
1491	0.004	15	2
1624	0.72	20	1
693	0.004	15	2
49	0.72	20	1
1495	0.037	40	2
1216	140	30	20
738	0.004	15	3
1235	140	30	20
304	0.72	20	1
595	0.014	7.5	2
288	0.72	20	1
308	0.72	20	1
76	0.72	20	1
389	0.72	20	1
33	0.72	20	2
1402	140	30	9
385	0.72	20	1
1337	140	30	20
1078	140	30	24
621	0.014	7.5	3
540	0.014	7.5	2
154	0.72	20	1
1181	140	30	20
1010	0.004	15	4
38	0.72	20	2
1574	0.72	20	1
981	140	30	21
980	140	30	22
914	140	30	20
1069	140	30	24
417	0.72	20	2
224	0.72	20	1
82	0.72	20	1
201	0.72	20	1
1201	140	30	20
1411	0.72	20	7
799	0.004	15	4
1030	0.004	15	4
1004	140	30	22
745	0.004	15	4
925	140	30	20
725	0.004	15	4
43	0.72	20	1
1062	140	30	24
802	0.004	15	5
84	0.72	20	1
585	0.72	20	1
1229	140	30	20
1617	0.72	20	1
572	0.037	40	2
434	0.72	20	2
1359	64	30	20
1464	0.037	7.5	3
1265	140	30	20
280	0.72	20	2
314	0.72	20	1
1026	140	30	24
971	140	30	21
1661	0.72	20	1
1264	140	30	20
1191	140	30	20
934	0.004	15	4
908	140	30	20
409	0.72	20	2
86	0.72	20	1
1186	64	30	20
421	0.72	20	2
899	140	30	20
1099	64	30	20
1636	0.014	7.5	1
853	0.004	15	4
1231	140	30	20
1350	64	30	20
559	0.014	7.5	2
1399	140	30	9
817	0.004	15	4
349	0.72	20	2
774	0.004	15	6
637	0.014	7.5	2
1070	0.004	15	5
109	0.72	20	2
1284	140	30	20
272	0.72	20	2
982	140	30	21
625	0.014	7.5	3
1086	140	30	24
1618	0.72	20	1
401	0.72	20	1
787	0.004	15	4
221	0.72	20	1
1281	140	30	20
239	0.72	20	2
1196	140	30	20
1128	140	30	24
536	0.014	7.5	1
897	140	30	20
927	140	30	20
1585	0.72	20	1
1349	64	30	20
218	0.72	20	2
138	0.72	20	1
912	140	30	20
616	0.037	7.5	2
273	0.72	20	2
44	0.72	20	1
573	0.037	7.5	2
920	140	30	20
1429	0.004	15	4
476	0.72	20	1
720	140	30	10
1082	0.004	15	6
1500	0.72	20	2
1009	140	30	22
1493	0.025	40	2
1102	64	30	20
548	0.014	7.5	2
15	0.72	20	1
1051	140	30	24
1490	0.025	40	2
770	0.004	15	5
1328	140	30	20
643	0.037	40	1
762	0.004	15	5
14	0.014	7.5	1
222	0.72	20	2
776	0.004	15	4
987	0.004	15	4
1123	64	30	24
1348	64	30	20
166	0.72	20	1
1570	0.72	20	1
391	0.72	20	1
1431	0.004	15	4
761	0.004	15	6
809	0.004	15	4
943	140	30	20
488	0.72	20	1
1295	140	30	20
1096	64	30	18
1183	64	30	20
1405	0.72	20	8
178	0.72	20	1
340	0.72	20	1
241	0.72	20	1
1373	140	30	13
1410	0.72	20	7
1339	140	30	20
1471	0.037	7.5	3
1478	0.72	20	3
446	0.72	20	1
232	0.72	20	2
1097	64	30	19
425	0.72	20	1
1424	0.72	20	4
317	0.72	20	1
846	0.004	15	3
1113	64	30	20
728	0.004	15	4
105	0.72	20	2
857	140	30	20
352	0.72	20	1
73	0.72	20	1
789	0.004	15	5
948	0.004	15	3
1215	140	30	20
788	0.004	15	4
297	0.72	20	2
4	0.014	7.5	1
677	0.014	7.5	2
1425	0.004	15	4
157	0.72	20	1
1165	140	30	20
653	0.014	7.5	2
1166	140	30	20
675	0.037	40	2
1278	140	30	20
1417	0.004	15	5
63	0.72	20	1
147	0.72	20	1
958	0.004	15	4
783	140	30	11
1465	0.72	20	3
449	0.72	20	2
445	0.72	20	1
411	0.72	20	2
862	140	30	21
26	0.72	20	1
1018	140	30	23
562	0.014	7.5	2
608	0.014	7.5	2
1336	140	30	20
1659	0.72	20	1
1450	0.004	15	4
116	0.72	20	1
935	140	30	20
1484	0.025	40	2
1463	0.004	15	3
544	0.014	7.5	1
1461	0.72	20	3
1620	0.72	20	1
1418	0.004	15	5
1606	0.72	20	1
374	0.72	20	1
1522	0.025	40	2
286	0.72	20	1
376	0.72	20	2
871	0.004	15	3
890	140	30	20
883	140	30	20
1210	140	30	20
162	0.72	20	1
654	0.014	7.5	2
156	0.72	20	1
875	140	30	21
271	0.72	20	2
610	0.037	40	2
1296	140	30	20
1171	140	30	20
815	0.004	15	4
246	0.72	20	1
1540	0.014	7.5	2
1217	140	30	20
606	0.72	20	2
766	0.004	15	6
1436	140	30	4
1639	0.72	20	1
666	140	30	4
910	140	30	20
922	140	30	20
1489	0.72	20	2
312	0.72	20	1
333	0.72	20	1
487	0.72	20	1
944	140	30	20
440	0.72	20	1
622	0.014	7.5	2
1169	140	30	20
1083	0.004	15	6
707	0.004	15	5
1241	140	30	20
525	0.72	20	2
174	0.72	20	1
285	0.72	20	1
979	140	30	21
8	0.014	7.5	1
1131	140	30	22
210	0.72	20	2
103	0.72	20	1
1361	64	30	20
1015	140	30	23
1650	0.025	40	1
1598	0.72	20	1
812	140	30	12
313	0.72	20	1
355	0.72	20	1
652	0.014	7.5	2
1512	0.025	40	2
381	0.72	20	1
804	0.004	15	6
566	0.014	7.5	2
1592	0.025	40	1
1562	0.72	20	2
1395	140	30	11
683	0.014	7.5	2
1262	140	30	20
990	140	30	21
196	0.72	20	1
810	140	30	12
175	0.72	20	2
268	0.72	20	1
1287	140	30	20
396	0.72	20	2
331	0.72	20	1
1170	140	30	20
1518	0.72	20	2
623	0.014	7.5	2
1485	0.72	20	2
1109	64	30	20
392	0.72	20	1
1315	140	30	20
65	0.72	20	1
951	0.004	15	4
1469	0.014	7.5	3
27	0.72	20	2
1073	140	30	24
543	0.014	7.5	2
1124	64	30	24
379	0.72	20	1
1531	0.037	7.5	2
403	0.72	20	1
164	0.014	7.5	1
648	0.014	7.5	3
582	0.72	20	2
161	0.72	20	1
859	0.004	15	4
1061	140	30	24
995	0.004	15	5
554	0.014	7.5	2
394	0.72	20	1
763	0.004	15	4
152	0.72	20	2
1116	64	30	20
442	0.72	20	1
513	0.72	20	1
1564	0.037	40	2
439	0.72	20	1
245	0.72	20	1
930	140	30	20
1268	140	30	20
784	0.004	15	4
619	0.014	7.5	2
1462	0.025	40	3
1649	0.025	40	1
62	0.72	20	1
1533	0.72	20	2
521	0.72	20	2
790	0.004	15	5
769	0.004	15	4
259	0.72	20	1
1437	140	30	4
807	0.004	15	4
1444	140	30	4
393	0.72	20	1
801	0.004	15	5
85	0.72	20	1
12	0.014	7.5	1
1222	140	30	20
1646	0.72	20	1
953	140	30	21
53	0.72	20	1
1332	140	30	20
1077	140	30	24
1059	140	30	24
470	0.72	20	1
1038	140	30	24
759	140	30	11
1120	64	30	22
383	0.72	20	1
199	0.72	20	1
1290	140	30	20
905	140	30	20
1553	0.72	20	2
1294	140	30	20
1001	140	30	22
1499	0.72	20	2
128	0.72	20	1
310	0.72	20	2
279	0.72	20	2
1521	0.72	20	2
236	0.72	20	1
1656	0.72	20	1
950	140	30	20
952	140	30	21
255	0.72	20	1
775	0.004	15	4
893	140	30	20
516	0.037	40	1
242	0.72	20	1
324	0.72	20	1
1355	64	30	20
1193	140	30	20
829	0.004	15	4
704	0.004	15	5
466	0.72	20	1
660	0.014	7.5	2
1048	140	30	24
111	0.72	20	1
993	0.004	15	5
1473	0.014	7.5	3
746	0.004	15	5
1504	0.025	40	2
6	0.014	7.5	1
1351	64	30	20
311	0.72	20	1
1067	140	30	24
327	0.72	20	1
126	0.72	20	1
885	140	30	20
177	0.72	20	2
283	0.72	20	1
976	140	30	21
1479	0.025	40	2
1651	0.025	40	1
168	0.72	20	1
1019	0.004	15	3
534	0.037	40	1
191	0.72	20	2
1285	140	30	20
1459	0.037	7.5	3
416	0.72	20	2
631	0.014	7.5	2
826	0.004	15	4
669	0.014	7.5	2
89	0.72	20	1
261	0.72	20	1
552	0.014	7.5	2
1084	140	30	24
1002	140	30	22
1596	0.72	20	1
497	0.72	20	1
1333	140	30	20
447	0.72	20	2
1632	0.014	7.5	1
1612	0.037	40	1
954	140	30	21
1175	140	30	20
1334	140	30	20
1058	0.004	15	4
695	0.004	15	2
845	0.004	15	4
688	0.004	15	2
345	0.72	20	2
955	0.004	15	4
1159	140	30	20
290	0.72	20	1
1472	0.014	7.5	3
849	0.004	15	3
992	0.004	15	4
1325	140	30	20
1628	0.025	40	1
1645	0.014	7.5	1
532	0.72	20	2
782	0.004	15	4
852	0.004	15	4
984	140	30	21
20	0.014	7.5	1
339	0.72	20	1
137	0.72	20	1
1397	140	30	9
1212	140	30	20
1060	140	30	24
1095	140	30	24
538	0.014	7.5	1
36	0.72	20	1
482	0.72	20	1
1600	0.014	7.5	1
1188	64	30	20
1233	140	30	20
657	0.014	7.5	2
1272	140	30	20
527	0.72	20	2
523	0.72	20	2
588	0.72	20	3
555	0.014	7.5	2
594	0.014	7.5	2
77	0.72	20	1
186	0.72	20	1
969	0.004	15	5
1441	140	30	4
464	0.72	20	1
183	0.72	20	1
400	0.72	20	1
292	0.72	20	2
515	0.72	20	1
81	0.72	20	1
1326	140	30	20
360	0.72	20	1
820	0.004	15	4
1354	64	30	20
872	140	30	20
215	0.72	20	2
1053	140	30	24
78	0.72	20	1
496	0.72	20	1
181	0.72	20	1
1398	140	30	9
661	0.014	7.5	2
685	140	30	5
1178	140	30	20
1267	140	30	20
1654	0.025	40	1
458	0.72	20	1
674	0.014	7.5	3
1664	0.025	40	1
1007	0.004	15	4
1080	140	30	24
1297	140	30	20
1453	0.004	15	4
1580	0.014	7.5	1
377	0.72	20	1
151	0.72	20	1
564	0.014	7.5	2
1446	0.004	15	4
1345	140	30	20
630	0.014	7.5	2
765	0.004	15	5
230	0.72	20	2
202	0.72	20	2
882	140	30	20
1510	0.014	7.5	2
844	0.004	15	4
1115	64	30	20
710	0.004	15	3
1155	140	30	21
509	0.72	20	1
1356	64	30	20
1040	140	30	24
28	0.72	20	1
491	0.72	20	1
328	0.72	20	1
678	0.014	7.5	3
1087	140	30	24
1330	140	30	20
514	0.72	20	1
1158	140	30	20
758	140	30	11
1637	0.72	20	1
1614	0.72	20	1
929	140	30	20
747	0.004	15	5
1558	0.014	7.5	2
593	0.014	7.5	2
615	0.014	7.5	3
219	0.72	20	1
1195	140	30	20
1520	0.037	40	2
713	0.004	15	4
999	140	30	22
1280	140	30	20
275	0.72	20	1
1368	64	30	17
972	140	30	21
727	0.004	15	4
102	0.72	20	1
598	0.014	7.5	2
1586	0.72	20	1
1253	140	30	20
545	0.014	7.5	1
895	140	30	20
877	140	30	20
560	0.72	20	2
808	0.004	15	4
966	0.004	15	3
1660	0.72	20	1
237	0.72	20	1
1435	0.72	20	4
1367	64	30	17
1415	0.004	15	5							 
